Source,Topic,Content,Code
queries,Querying JSONField,"Lookups implementation is different in JSONField,
mainly due to the existence of key transformations. To demonstrate, we will use
the following example model:","from django.db import models


class Dog(models.Model):
    name = models.CharField(max_length=200)
    data = models.JSONField(null=True)

    def __str__(self):
        return self.name"
queries,Storing and querying for None,"As with other fields, storing None as the field’s value will store it as
SQL NULL. While not recommended, it is possible to store JSON scalar
null instead of SQL NULL by using Value(None, JSONField()).

Whichever of the values is stored, when retrieved from the database, the Python
representation of the JSON scalar null is the same as SQL NULL, i.e.
None. Therefore, it can be hard to distinguish between them.

This only applies to None as the top-level value of the field. If None
is inside a list or dict, it will always be interpreted
as JSON null.

When querying, None value will always be interpreted as JSON null. To
query for SQL NULL, use isnull:

Unless you are sure you wish to work with SQL NULL values, consider setting
null=False and providing a suitable default for empty values, such as
default=dict.

Note

Storing JSON scalar null does not violate null=False.",">>> Dog.objects.create(name=""Max"", data=None)  # SQL NULL.
<Dog: Max>
>>> Dog.objects.create(name=""Archie"", data=Value(None, JSONField()))  # JSON null.
<Dog: Archie>
>>> Dog.objects.filter(data=None)
<QuerySet [<Dog: Archie>]>
>>> Dog.objects.filter(data=Value(None, JSONField()))
<QuerySet [<Dog: Archie>]>
>>> Dog.objects.filter(data__isnull=True)
<QuerySet [<Dog: Max>]>
>>> Dog.objects.filter(data__isnull=False)
<QuerySet [<Dog: Archie>]>"
queries,"Key, index, and path transforms","To query based on a given dictionary key, use that key as the lookup name:

Multiple keys can be chained together to form a path lookup:

If the key is an integer, it will be interpreted as an index transform in an
array:

If the key is a negative integer, it cannot be used in a filter keyword
directly, but you can still use dictionary unpacking to use it in a query:

MySQL, MariaDB, and Oracle

Negative JSON array indices are not supported.

SQLite support for negative JSON array indices was added.

If the key you wish to query by clashes with the name of another lookup, use
the contains lookup instead.

To query for missing keys, use the isnull lookup:

Note

The lookup examples given above implicitly use the exact lookup.
Key, index, and path transforms can also be chained with:
icontains, endswith, iendswith,
iexact, regex, iregex, startswith,
istartswith, lt, lte, gt, and
gte, as well as with Containment and key lookups.

Represents the text value of a key, index, or path transform of
JSONField. You can use the double underscore
notation in lookup to chain dictionary key and index transforms.

For example:

Note

Due to the way in which key-path queries work,
exclude() and
filter() are not guaranteed to
produce exhaustive sets. If you want to include objects that do not have
the path, add the isnull lookup.

Warning

Since any string could be a key in a JSON object, any lookup other than
those listed below will be interpreted as a key lookup. No errors are
raised. Be extra careful for typing mistakes, and always check your queries
work as you intend.

MariaDB and Oracle users

Using order_by() on key, index, or
path transforms will sort the objects using the string representation of
the values. This is because MariaDB and Oracle Database do not provide a
function that converts JSON values into their equivalent SQL values.

Oracle users

On Oracle Database, using None as the lookup value in an
exclude() query will return objects
that do not have null as the value at the given path, including objects
that do not have the path. On other database backends, the query will
return objects that have the path and the value is not null.

PostgreSQL users

On PostgreSQL, if only one key or index is used, the SQL operator -> is
used. If multiple operators are used then the #> operator is used.

SQLite users

On SQLite, ""true"", ""false"", and ""null"" string values will
always be interpreted as True, False, and JSON null
respectively.",">>> Dog.objects.create(
...     name=""Rufus"",
...     data={
...         ""breed"": ""labrador"",
...         ""owner"": {
...             ""name"": ""Bob"",
...             ""other_pets"": [
...                 {
...                     ""name"": ""Fishy"",
...                 }
...             ],
...         },
...     },
... )
<Dog: Rufus>
>>> Dog.objects.create(name=""Meg"", data={""breed"": ""collie"", ""owner"": None})
<Dog: Meg>
>>> Dog.objects.filter(data__breed=""collie"")
<QuerySet [<Dog: Meg>]>


>>> Dog.objects.filter(data__owner__name=""Bob"")
<QuerySet [<Dog: Rufus>]>


>>> Dog.objects.filter(data__owner__other_pets__0__name=""Fishy"")
<QuerySet [<Dog: Rufus>]>


>>> Dog.objects.filter(**{""data__owner__other_pets__-1__name"": ""Fishy""})
<QuerySet [<Dog: Rufus>]>


>>> Dog.objects.create(name=""Shep"", data={""breed"": ""collie""})
<Dog: Shep>
>>> Dog.objects.filter(data__owner__isnull=True)
<QuerySet [<Dog: Shep>]>


>>> from django.db.models.fields.json import KT
>>> Dog.objects.create(
...     name=""Shep"",
...     data={
...         ""owner"": {""name"": ""Bob""},
...         ""breed"": [""collie"", ""lhasa apso""],
...     },
... )
<Dog: Shep>
>>> Dog.objects.annotate(
...     first_breed=KT(""data__breed__1""), owner_name=KT(""data__owner__name"")
... ).filter(first_breed__startswith=""lhasa"", owner_name=""Bob"")
<QuerySet [<Dog: Shep>]>"
queries,Containment and key lookups,"The contains lookup is overridden on JSONField. The returned
objects are those where the given dict of key-value pairs are all
contained in the top-level of the field. For example:

Oracle and SQLite

contains is not supported on Oracle and SQLite.

This is the inverse of the contains lookup - the
objects returned will be those where the key-value pairs on the object are a
subset of those in the value passed. For example:

Oracle and SQLite

contained_by is not supported on Oracle and SQLite.

Returns objects where the given key is in the top-level of the data. For
example:

Returns objects where all of the given keys are in the top-level of the data.
For example:

Returns objects where any of the given keys are in the top-level of the data.
For example:",">>> Dog.objects.create(name=""Rufus"", data={""breed"": ""labrador"", ""owner"": ""Bob""})
<Dog: Rufus>
>>> Dog.objects.create(name=""Meg"", data={""breed"": ""collie"", ""owner"": ""Bob""})
<Dog: Meg>
>>> Dog.objects.create(name=""Fred"", data={})
<Dog: Fred>
>>> Dog.objects.create(
...     name=""Merry"", data={""breed"": ""pekingese"", ""tricks"": [""fetch"", ""dance""]}
... )
>>> Dog.objects.filter(data__contains={""owner"": ""Bob""})
<QuerySet [<Dog: Rufus>, <Dog: Meg>]>
>>> Dog.objects.filter(data__contains={""breed"": ""collie""})
<QuerySet [<Dog: Meg>]>
>>> Dog.objects.filter(data__contains={""tricks"": [""dance""]})
<QuerySet [<Dog: Merry>]>


>>> Dog.objects.create(name=""Rufus"", data={""breed"": ""labrador"", ""owner"": ""Bob""})
<Dog: Rufus>
>>> Dog.objects.create(name=""Meg"", data={""breed"": ""collie"", ""owner"": ""Bob""})
<Dog: Meg>
>>> Dog.objects.create(name=""Fred"", data={})
<Dog: Fred>
>>> Dog.objects.create(
...     name=""Merry"", data={""breed"": ""pekingese"", ""tricks"": [""fetch"", ""dance""]}
... )
>>> Dog.objects.filter(data__contained_by={""breed"": ""collie"", ""owner"": ""Bob""})
<QuerySet [<Dog: Meg>, <Dog: Fred>]>
>>> Dog.objects.filter(data__contained_by={""breed"": ""collie""})
<QuerySet [<Dog: Fred>]>
>>> Dog.objects.filter(
...     data__contained_by={""breed"": ""pekingese"", ""tricks"": [""dance"", ""fetch"", ""hug""]}
... )
<QuerySet [<Dog: Merry>, <Dog: Fred>]>


>>> Dog.objects.create(name=""Rufus"", data={""breed"": ""labrador""})
<Dog: Rufus>
>>> Dog.objects.create(name=""Meg"", data={""breed"": ""collie"", ""owner"": ""Bob""})
<Dog: Meg>
>>> Dog.objects.filter(data__has_key=""owner"")
<QuerySet [<Dog: Meg>]>


>>> Dog.objects.create(name=""Rufus"", data={""breed"": ""labrador""})
<Dog: Rufus>
>>> Dog.objects.create(name=""Meg"", data={""breed"": ""collie"", ""owner"": ""Bob""})
<Dog: Meg>
>>> Dog.objects.filter(data__has_keys=[""breed"", ""owner""])
<QuerySet [<Dog: Meg>]>


>>> Dog.objects.create(name=""Rufus"", data={""breed"": ""labrador""})
<Dog: Rufus>
>>> Dog.objects.create(name=""Meg"", data={""owner"": ""Bob""})
<Dog: Meg>
>>> Dog.objects.filter(data__has_any_keys=[""owner"", ""breed""])
<QuerySet [<Dog: Rufus>, <Dog: Meg>]>"
queries,Complex lookups with Q objects,"Keyword argument queries – in filter(),
etc. – are “AND”ed together. If you need to execute more complex queries (for
example, queries with OR statements), you can use
Q objects.

A Q object (django.db.models.Q) is an object
used to encapsulate a collection of keyword arguments. These keyword arguments
are specified as in “Field lookups” above.

For example, this Q object encapsulates a single LIKE query:

Q objects can be combined using the &, |, and ^ operators. When
an operator is used on two Q objects, it yields a new Q object.

For example, this statement yields a single Q object that represents the
“OR” of two ""question__startswith"" queries:

This is equivalent to the following SQL WHERE clause:

You can compose statements of arbitrary complexity by combining Q objects
with the &, |, and ^ operators and use parenthetical grouping.
Also, Q objects can be negated using the ~ operator, allowing for
combined lookups that combine both a normal query and a negated (NOT)
query:

Each lookup function that takes keyword-arguments
(e.g. filter(),
exclude(),
get()) can also be passed one or more
Q objects as positional (not-named) arguments. If you provide multiple
Q object arguments to a lookup function, the arguments will be “AND”ed
together. For example:

… roughly translates into the SQL:

Lookup functions can mix the use of Q objects and keyword arguments. All
arguments provided to a lookup function (be they keyword arguments or Q
objects) are “AND”ed together. However, if a Q object is provided, it must
precede the definition of any keyword arguments. For example:

… would be a valid query, equivalent to the previous example; but:

… would not be valid.

See also

The OR lookups examples in Django’s
unit tests show some possible uses of Q.","from django.db.models import Q

Q(question__startswith=""What"")


Q(question__startswith=""Who"") | Q(question__startswith=""What"")


WHERE question LIKE 'Who%' OR question LIKE 'What%'


Q(question__startswith=""Who"") | ~Q(pub_date__year=2005)


Poll.objects.get(
    Q(question__startswith=""Who""),
    Q(pub_date=date(2005, 5, 2)) | Q(pub_date=date(2005, 5, 6)),
)


SELECT * from polls WHERE question LIKE 'Who%'
    AND (pub_date = '2005-05-02' OR pub_date = '2005-05-06')


Poll.objects.get(
    Q(pub_date=date(2005, 5, 2)) | Q(pub_date=date(2005, 5, 6)),
    question__startswith=""Who"",
)


# INVALID QUERY
Poll.objects.get(
    question__startswith=""Who"",
    Q(pub_date=date(2005, 5, 2)) | Q(pub_date=date(2005, 5, 6)),
)"
queries,Comparing objects,"To compare two model instances, use the standard Python comparison operator,
the double equals sign: ==. Behind the scenes, that compares the primary
key values of two models.

Using the Entry example above, the following two statements are equivalent:

If a model’s primary key isn’t called id, no problem. Comparisons will
always use the primary key, whatever it’s called. For example, if a model’s
primary key field is called name, these two statements are equivalent:",">>> some_entry == other_entry
>>> some_entry.id == other_entry.id


>>> some_obj == other_obj
>>> some_obj.name == other_obj.name"
queries,Deleting objects,"The delete method, conveniently, is named
delete(). This method immediately deletes the
object and returns the number of objects deleted and a dictionary with
the number of deletions per object type. Example:

You can also delete objects in bulk. Every
QuerySet has a
delete() method, which deletes all
members of that QuerySet.

For example, this deletes all Entry objects with a pub_date year of
2005:

Keep in mind that this will, whenever possible, be executed purely in SQL, and
so the delete() methods of individual object instances will not necessarily
be called during the process. If you’ve provided a custom delete() method
on a model class and want to ensure that it is called, you will need to
“manually” delete instances of that model (e.g., by iterating over a
QuerySet and calling delete() on each
object individually) rather than using the bulk
delete() method of a
QuerySet.

When Django deletes an object, by default it emulates the behavior of the SQL
constraint ON DELETE CASCADE – in other words, any objects which had
foreign keys pointing at the object to be deleted will be deleted along with
it. For example:

This cascade behavior is customizable via the
on_delete argument to the
ForeignKey.

Note that delete() is the only
QuerySet method that is not exposed on a
Manager itself. This is a safety mechanism to
prevent you from accidentally requesting Entry.objects.delete(), and
deleting all the entries. If you do want to delete all the objects, then
you have to explicitly request a complete query set:",">>> e.delete()
(1, {'blog.Entry': 1})


>>> Entry.objects.filter(pub_date__year=2005).delete()
(5, {'webapp.Entry': 5})


b = Blog.objects.get(pk=1)
# This will delete the Blog and all of its Entry objects.
b.delete()


Entry.objects.all().delete()"
queries,Copying model instances,"Although there is no built-in method for copying model instances, it is
possible to easily create new instance with all fields’ values copied. In the
simplest case, you can set pk to None and
_state.adding to True. Using our
blog example:

Things get more complicated if you use inheritance. Consider a subclass of
Blog:

Due to how inheritance works, you have to set both pk and id to
None, and _state.adding to True:

This process doesn’t copy relations that aren’t part of the model’s database
table. For example, Entry has a ManyToManyField to Author. After
duplicating an entry, you must set the many-to-many relations for the new
entry:

For a OneToOneField, you must duplicate the related object and assign it
to the new object’s field to avoid violating the one-to-one unique constraint.
For example, assuming entry is already duplicated as above:

Note that it is not possible to copy instances of models with deferred fields
using this pattern unless values are assigned to them:","blog = Blog(name=""My blog"", tagline=""Blogging is easy"")
blog.save()  # blog.pk == 1

blog.pk = None
blog._state.adding = True
blog.save()  # blog.pk == 2


class ThemeBlog(Blog):
    theme = models.CharField(max_length=200)


django_blog = ThemeBlog(name=""Django"", tagline=""Django is easy"", theme=""python"")
django_blog.save()  # django_blog.pk == 3


django_blog.pk = None
django_blog.id = None
django_blog._state.adding = True
django_blog.save()  # django_blog.pk == 4


entry = Entry.objects.all()[0]  # some previous entry
old_authors = entry.authors.all()
entry.pk = None
entry._state.adding = True
entry.save()
entry.authors.set(old_authors)


detail = EntryDetail.objects.all()[0]
detail.pk = None
detail._state.adding = True
detail.entry = entry
detail.save()


>>> blog = Blog.objects.defer(""name"")[0]
>>> blog.pk = None
>>> blog._state.adding = True
>>> blog.save()
Traceback (most recent call last):
    ...
AttributeError: Cannot retrieve deferred field 'name' from an unsaved model.
>>> blog.name = ""Another Blog""
>>> blog.save()"
queries,Updating multiple objects at once,"Sometimes you want to set a field to a particular value for all the objects in
a QuerySet. You can do this with the
update() method. For example:

You can only set non-relation fields and ForeignKey
fields using this method. To update a non-relation field, provide the new value
as a constant. To update ForeignKey fields, set the
new value to be the new model instance you want to point to. For example:

The update() method is applied instantly and returns the number of rows
matched by the query (which may not be equal to the number of rows updated if
some rows already have the new value). The only restriction on the
QuerySet being updated is that it can only
access one database table: the model’s main table. You can filter based on
related fields, but you can only update columns in the model’s main
table. Example:

Be aware that the update() method is converted directly to an SQL
statement. It is a bulk operation for direct updates. It doesn’t run any
save() methods on your models, or emit the
pre_save or post_save signals (which are a consequence of calling
save()), or honor the
auto_now field option.
If you want to save every item in a QuerySet
and make sure that the save() method is called on
each instance, you don’t need any special function to handle that. Loop over
them and call save():

Calls to update can also use F expressions to
update one field based on the value of another field in the model. This is
especially useful for incrementing counters based upon their current value. For
example, to increment the pingback count for every entry in the blog:

However, unlike F() objects in filter and exclude clauses, you can’t
introduce joins when you use F() objects in an update – you can only
reference fields local to the model being updated. If you attempt to introduce
a join with an F() object, a FieldError will be raised:","# Update all the headlines with pub_date in 2007.
Entry.objects.filter(pub_date__year=2007).update(headline=""Everything is the same"")


>>> b = Blog.objects.get(pk=1)

# Change every Entry so that it belongs to this Blog.
>>> Entry.objects.update(blog=b)


>>> b = Blog.objects.get(pk=1)

# Update all the headlines belonging to this Blog.
>>> Entry.objects.filter(blog=b).update(headline=""Everything is the same"")


for item in my_queryset:
    item.save()


>>> Entry.objects.update(number_of_pingbacks=F(""number_of_pingbacks"") + 1)


# This will raise a FieldError
>>> Entry.objects.update(headline=F(""blog__name""))"
queries,Related objects,"When you define a relationship in a model (i.e., a
ForeignKey,
OneToOneField, or
ManyToManyField), instances of that model will have
a convenient API to access the related object(s).

Using the models at the top of this page, for example, an Entry object
e can get its associated Blog object by accessing the blog
attribute: e.blog.

(Behind the scenes, this functionality is implemented by Python
descriptors. This shouldn’t really matter to
you, but we point it out here for the curious.)

Django also creates API accessors for the “other” side of the relationship –
the link from the related model to the model that defines the relationship.
For example, a Blog object b has access to a list of all related
Entry objects via the entry_set attribute: b.entry_set.all().

All examples in this section use the sample Blog, Author and Entry
models defined at the top of this page.",
queries,One-to-many relationships,"If a model has a ForeignKey, instances of that model
will have access to the related (foreign) object via an attribute of the model.

Example:

You can get and set via a foreign-key attribute. As you may expect, changes to
the foreign key aren’t saved to the database until you call
save(). Example:

If a ForeignKey field has null=True set (i.e.,
it allows NULL values), you can assign None to remove the relation.
Example:

Forward access to one-to-many relationships is cached the first time the
related object is accessed. Subsequent accesses to the foreign key on the same
object instance are cached. Example:

Note that the select_related()
QuerySet method recursively prepopulates the
cache of all one-to-many relationships ahead of time. Example:

If a model has a ForeignKey, instances of the
foreign-key model will have access to a Manager that
returns all instances of the first model. By default, this
Manager is named FOO_set, where FOO is the
source model name, lowercased. This Manager returns
QuerySet instances, which can be filtered and manipulated as described in
the “Retrieving objects” section above.

Example:

You can override the FOO_set name by setting the
related_name parameter in the
ForeignKey definition. For example, if the Entry
model was altered to blog = ForeignKey(Blog, on_delete=models.CASCADE,
related_name='entries'), the above example code would look like this:

By default the RelatedManager used
for reverse relations is a subclass of the default manager for that model. If you would like to specify a different
manager for a given query you can use the following syntax:

If EntryManager performed default filtering in its get_queryset()
method, that filtering would apply to the all() call.

Specifying a custom reverse manager also enables you to call its custom
methods:

Interaction with prefetching

When calling prefetch_related() with
a reverse relation, the default manager will be used. If you want to
prefetch related objects using a custom reverse manager, use
Prefetch(). For example:

In addition to the QuerySet methods defined in
“Retrieving objects” above, the ForeignKey
Manager has additional methods used to handle the
set of related objects. A synopsis of each is below, and complete details can
be found in the related objects reference.

Adds the specified model objects to the related object set.

Creates a new object, saves it and puts it in the related object set.
Returns the newly created object.

Removes the specified model objects from the related object set.

Removes all objects from the related object set.

Replace the set of related objects.

To assign the members of a related set, use the set() method with an
iterable of object instances. For example, if e1 and e2 are Entry
instances:

If the clear() method is available, any preexisting objects will be
removed from the entry_set before all objects in the iterable (in this
case, a list) are added to the set. If the clear() method is not
available, all objects in the iterable will be added without removing any
existing elements.

Each “reverse” operation described in this section has an immediate effect on
the database. Every addition, creation and deletion is immediately and
automatically saved to the database.",">>> e = Entry.objects.get(id=2)
>>> e.blog  # Returns the related Blog object.


>>> e = Entry.objects.get(id=2)
>>> e.blog = some_blog
>>> e.save()


>>> e = Entry.objects.get(id=2)
>>> e.blog = None
>>> e.save()  # ""UPDATE blog_entry SET blog_id = NULL ...;""


>>> e = Entry.objects.get(id=2)
>>> print(e.blog)  # Hits the database to retrieve the associated Blog.
>>> print(e.blog)  # Doesn't hit the database; uses cached version.


>>> e = Entry.objects.select_related().get(id=2)
>>> print(e.blog)  # Doesn't hit the database; uses cached version.
>>> print(e.blog)  # Doesn't hit the database; uses cached version.


>>> b = Blog.objects.get(id=1)
>>> b.entry_set.all()  # Returns all Entry objects related to Blog.

# b.entry_set is a Manager that returns QuerySets.
>>> b.entry_set.filter(headline__contains=""Lennon"")
>>> b.entry_set.count()


>>> b = Blog.objects.get(id=1)
>>> b.entries.all()  # Returns all Entry objects related to Blog.

# b.entries is a Manager that returns ``QuerySet`` instances.
>>> b.entries.filter(headline__contains=""Lennon"")
>>> b.entries.count()


from django.db import models


class Entry(models.Model):
    # ...
    objects = models.Manager()  # Default Manager
    entries = EntryManager()  # Custom Manager


b = Blog.objects.get(id=1)
b.entry_set(manager=""entries"").all()


b.entry_set(manager=""entries"").is_published()


from django.db.models import Prefetch

prefetch_manager = Prefetch(""entry_set"", queryset=Entry.entries.all())
Blog.objects.prefetch_related(prefetch_manager)


b = Blog.objects.get(id=1)
b.entry_set.set([e1, e2])"
queries,Many-to-many relationships,"Both ends of a many-to-many relationship get automatic API access to the other
end. The API works similar to a “backward” one-to-many relationship, above.

One difference is in the attribute naming: The model that defines the
ManyToManyField uses the attribute name of that
field itself, whereas the “reverse” model uses the lowercased model name of the
original model, plus '_set' (just like reverse one-to-many relationships).

An example makes this easier to understand:

Like ForeignKey,
ManyToManyField can specify
related_name. In the above example,
if the ManyToManyField in Entry had specified
related_name='entries', then each Author instance would have an
entries attribute instead of entry_set.

Another difference from one-to-many relationships is that in addition to model
instances,  the add(), set(), and remove() methods on many-to-many
relationships accept primary key values. For example, if e1 and e2 are
Entry instances, then these set() calls work identically:

When calling filter() on a many-to-many relationship, be aware that the
join between Entry and the intermediary model to Author is performed
only once, resulting in a restrictive, or “sticky”, filter. Consider the
following example:

This filtered query is looking for blog entries that are co-authored by
anna and gloria. You would expect it to return the entry e.
However, the filter condition, which traverses the many-to-many
relationship between Entry and Author, yields an empty
QuerySet.

Since the join between Entry and the intermediary model to Author
happens only once, no single object of the joined models - i.e., a relation
between one author and one entry - can fulfill the query condition (entries
that are co-authored by anna and gloria). You can circumvent this
behavior by chaining two consecutive filter() calls, resulting in two
separate joins and thus a more permissive filter:

exclude() is also sticky

Please note that for this example,
exclude() behaves similarly
to filter() despite being
implemented differently. When traversing the many-to-many relationship,
it does not exclude the entry e despite being co-authored by Gloria:

When chaining a second exclude() call, an empty QuerySet is
returned, as expected:

However, in other cases, exclude()
behaves differently from filter().
See the note in the “Spanning multi-valued
relationships” section above.","e = Entry.objects.get(id=3)
e.authors.all()  # Returns all Author objects for this Entry.
e.authors.count()
e.authors.filter(name__contains=""John"")

a = Author.objects.get(id=5)
a.entry_set.all()  # Returns all Entry objects for this Author.


a = Author.objects.get(id=5)
a.entry_set.set([e1, e2])
a.entry_set.set([e1.pk, e2.pk])


>>> from datetime import date
>>> batucada = Blog.objects.create(name=""Batucada Blog"")
>>> e = Entry.objects.create(
...     blog=batucada,
...     headline=""Supporting social movements with drums"",
...     pub_date=date(2019, 6, 14),
... )

>>> gloria = Author.objects.create(name=""Gloria"")
>>> anna = Author.objects.create(name=""Anna"")
>>> e.authors.add(gloria, anna)

>>> anna.entry_set.filter(authors__name=""Gloria"")
<QuerySet []>


>>> anna.entry_set.filter().filter(authors__name=""Gloria"")
<QuerySet [<Entry: Supporting social movements with drums>]>


>>> anna.entry_set.exclude(authors__name=""Gloria"")
<QuerySet [<Entry: Supporting social movements with drums>]>


>>> anna.entry_set.exclude().exclude(authors__name=""Gloria"")
<QuerySet []>"
queries,One-to-one relationships,"One-to-one relationships are very similar to many-to-one relationships. If you
define a OneToOneField on your model, instances of
that model will have access to the related object via an attribute of the
model.

For example:

The difference comes in “reverse” queries. The related model in a one-to-one
relationship also has access to a Manager object,
but that Manager represents a single object, rather
than a collection of objects:

If no object has been assigned to this relationship, Django will raise
a DoesNotExist exception.

Instances can be assigned to the reverse relationship in the same way as
you would assign the forward relationship:","class EntryDetail(models.Model):
    entry = models.OneToOneField(Entry, on_delete=models.CASCADE)
    details = models.TextField()


ed = EntryDetail.objects.get(id=2)
ed.entry  # Returns the related Entry object.


e = Entry.objects.get(id=2)
e.entrydetail  # returns the related EntryDetail object


e.entrydetail = ed"
queries,How are the backward relationships possible?,"Other object-relational mappers require you to define relationships on both
sides. The Django developers believe this is a violation of the DRY (Don’t
Repeat Yourself) principle, so Django only requires you to define the
relationship on one end.

But how is this possible, given that a model class doesn’t know which other
model classes are related to it until those other model classes are loaded?

The answer lies in the app registry. When Django
starts, it imports each application listed in INSTALLED_APPS, and
then the models module inside each application. Whenever a new model class
is created, Django adds backward-relationships to any related models. If the
related models haven’t been imported yet, Django keeps tracks of the
relationships and adds them when the related models eventually are imported.

For this reason, it’s particularly important that all the models you’re using
be defined in applications listed in INSTALLED_APPS. Otherwise,
backwards relations may not work properly.",
queries,Queries over related objects,"Queries involving related objects follow the same rules as queries involving
normal value fields. When specifying the value for a query to match, you may
use either an object instance itself, or the primary key value for the object.

For example, if you have a Blog object b with id=5, the following
three queries would be identical:","Entry.objects.filter(blog=b)  # Query using object instance
Entry.objects.filter(blog=b.id)  # Query using id from instance
Entry.objects.filter(blog=5)  # Query using id directly"
aggregation,Aggregation,"The topic guide on Django’s database-abstraction API described the way that you can use Django queries that
create, retrieve, update and delete individual objects. However, sometimes you
will need to retrieve values that are derived by summarizing or aggregating a
collection of objects. This topic guide describes the ways that aggregate
values can be generated and returned using Django queries.

Throughout this guide, we’ll refer to the following models. These models are
used to track the inventory for a series of online bookstores:","from django.db import models


class Author(models.Model):
    name = models.CharField(max_length=100)
    age = models.IntegerField()


class Publisher(models.Model):
    name = models.CharField(max_length=300)


class Book(models.Model):
    name = models.CharField(max_length=300)
    pages = models.IntegerField()
    price = models.DecimalField(max_digits=10, decimal_places=2)
    rating = models.FloatField()
    authors = models.ManyToManyField(Author)
    publisher = models.ForeignKey(Publisher, on_delete=models.CASCADE)
    pubdate = models.DateField()


class Store(models.Model):
    name = models.CharField(max_length=300)
    books = models.ManyToManyField(Book)"
aggregation,Cheat sheet,"In a hurry? Here’s how to do common aggregate queries, assuming the models
above:","# Total number of books.
>>> Book.objects.count()
2452

# Total number of books with publisher=BaloneyPress
>>> Book.objects.filter(publisher__name=""BaloneyPress"").count()
73

# Average price across all books, provide default to be returned instead
# of None if no books exist.
>>> from django.db.models import Avg
>>> Book.objects.aggregate(Avg(""price"", default=0))
{'price__avg': 34.35}

# Max price across all books, provide default to be returned instead of
# None if no books exist.
>>> from django.db.models import Max
>>> Book.objects.aggregate(Max(""price"", default=0))
{'price__max': Decimal('81.20')}

# Difference between the highest priced book and the average price of all books.
>>> from django.db.models import FloatField
>>> Book.objects.aggregate(
...     price_diff=Max(""price"", output_field=FloatField()) - Avg(""price"")
... )
{'price_diff': 46.85}

# All the following queries involve traversing the Book<->Publisher
# foreign key relationship backwards.

# Each publisher, each with a count of books as a ""num_books"" attribute.
>>> from django.db.models import Count
>>> pubs = Publisher.objects.annotate(num_books=Count(""book""))
>>> pubs
<QuerySet [<Publisher: BaloneyPress>, <Publisher: SalamiPress>, ...]>
>>> pubs[0].num_books
73

# Each publisher, with a separate count of books with a rating above and below 5
>>> from django.db.models import Q
>>> above_5 = Count(""book"", filter=Q(book__rating__gt=5))
>>> below_5 = Count(""book"", filter=Q(book__rating__lte=5))
>>> pubs = Publisher.objects.annotate(below_5=below_5).annotate(above_5=above_5)
>>> pubs[0].above_5
23
>>> pubs[0].below_5
12

# The top 5 publishers, in order by number of books.
>>> pubs = Publisher.objects.annotate(num_books=Count(""book"")).order_by(""-num_books"")[:5]
>>> pubs[0].num_books
1323"
aggregation,Generating aggregates over a QuerySet,"Django provides two ways to generate aggregates. The first way is to generate
summary values over an entire QuerySet. For example, say you wanted to
calculate the average price of all books available for sale. Django’s query
syntax provides a means for describing the set of all books:

What we need is a way to calculate summary values over the objects that
belong to this QuerySet. This is done by appending an aggregate()
clause onto the QuerySet:

The all() is redundant in this example, so this could be simplified to:

The argument to the aggregate() clause describes the aggregate value that
we want to compute - in this case, the average of the price field on the
Book model. A list of the aggregate functions that are available can be
found in the QuerySet reference.

aggregate() is a terminal clause for a QuerySet that, when invoked,
returns a dictionary of name-value pairs. The name is an identifier for the
aggregate value; the value is the computed aggregate. The name is
automatically generated from the name of the field and the aggregate function.
If you want to manually specify a name for the aggregate value, you can do so
by providing that name when you specify the aggregate clause:

If you want to generate more than one aggregate, you add another argument to
the aggregate() clause. So, if we also wanted to know the maximum and
minimum price of all books, we would issue the query:",">>> Book.objects.all()


>>> from django.db.models import Avg
>>> Book.objects.all().aggregate(Avg(""price""))
{'price__avg': 34.35}


>>> Book.objects.aggregate(Avg(""price""))
{'price__avg': 34.35}


>>> Book.objects.aggregate(average_price=Avg(""price""))
{'average_price': 34.35}


>>> from django.db.models import Avg, Max, Min
>>> Book.objects.aggregate(Avg(""price""), Max(""price""), Min(""price""))
{'price__avg': 34.35, 'price__max': Decimal('81.20'), 'price__min': Decimal('12.99')}"
aggregation,Generating aggregates for each item in a QuerySet,"The second way to generate summary values is to generate an independent
summary for each object in a QuerySet. For example, if you are
retrieving a list of books, you may want to know how many authors contributed
to each book. Each Book has a many-to-many relationship with the Author; we
want to summarize this relationship for each book in the QuerySet.

Per-object summaries can be generated using the
annotate() clause. When an annotate() clause is
specified, each object in the QuerySet will be annotated with the
specified values.

The syntax for these annotations is identical to that used for the
aggregate() clause. Each argument to annotate() describes
an aggregate that is to be calculated. For example, to annotate books with the
number of authors:

As with aggregate(), the name for the annotation is automatically derived
from the name of the aggregate function and the name of the field being
aggregated. You can override this default name by providing an alias when you
specify the annotation:

Unlike aggregate(), annotate() is not a terminal clause. The output
of the annotate() clause is a QuerySet; this QuerySet can be
modified using any other QuerySet operation, including filter(),
order_by(), or even additional calls to annotate().","# Build an annotated queryset
>>> from django.db.models import Count
>>> q = Book.objects.annotate(Count(""authors""))
# Interrogate the first object in the queryset
>>> q[0]
<Book: The Definitive Guide to Django>
>>> q[0].authors__count
2
# Interrogate the second object in the queryset
>>> q[1]
<Book: Practical Django Projects>
>>> q[1].authors__count
1


>>> q = Book.objects.annotate(num_authors=Count(""authors""))
>>> q[0].num_authors
2
>>> q[1].num_authors
1"
